"Entity/Table Name","Entity/Table Physical_Name","Comment","Definition","Attribute/Column Name","Attribute/Column Physical_Name","Attribute.Physical.SPI_CLASSIFICATION","Comment","Definition","Is FK","Is PK","Logical Data Type","Physical Data Type"
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LOB_CD,LOB_CD,Confidential,"""Code identifying the GEICO line of business under which a given policy is written.  Line of business identifies types of policies within a company that are distinguished one from the other by differing rating algorithms, underwriting rules, forms, and/or issue processes.
Note:  ZZZ matches any LOB not matched by a more specific row.
Value List, incomplete; Support table is LOB_INS_LINE_XRF
APA  =  Assigned risk
APC  =  Auto Ceded
APV  =  Auto Voluntary
APM  =  Motorcycle
APS  =  County Mutual Standard
APN  =  County Mutual Non-Standard
AMC  =  Motorcycle Ceded
ZZZ   =  All Values""
","""Code identifying the GEICO line of business under which a given policy is written.  Line of business identifies types of policies within a company that are distinguished one from the other by differing rating algorithms, underwriting rules, forms, and/or issue processes.
Note:  ZZZ matches any LOB not matched by a more specific row.
Value List, incomplete; Support table is LOB_INS_LINE_XRF
APA  =  Assigned risk
APC  =  Auto Ceded
APV  =  Auto Voluntary
APM  =  Motorcycle
APS  =  County Mutual Standard
APN  =  County Mutual Non-Standard
AMC  =  Motorcycle Ceded
ZZZ   =  All Values""
",false,true,VARCHAR(3),VARCHAR(3)
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,EFFECTIVE_DT,EFFECTIVE_DT,Confidential,"Date when information on this row becomes effective.   Database Format: CCYY-MM-DD; Display Format: MM/DD/CCYY.""
","Date when information on this row becomes effective.   Database Format: CCYY-MM-DD; Display Format: MM/DD/CCYY.""
",false,true,DATE,DATE
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,MASTER_COMPANY_NBR,MASTER_COMPANY_NBR,Confidential,"""MASTER_COMPANY_NBR
Code specifying the GEICO company under which the policy is written.
** Value List, incomplete; Support table is COMPANY_NM_TBL.
CM =  County Mutual
GC =  GEICO Casualty
GE =  GEICO
GG =  GEICO General""
","""MASTER_COMPANY_NBR
Code specifying the GEICO company under which the policy is written.
** Value List, incomplete; Support table is COMPANY_NM_TBL.
CM =  County Mutual
GC =  GEICO Casualty
GE =  GEICO
GG =  GEICO General""
",false,true,VARCHAR(2),VARCHAR(2)
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RISK_STATE_CD,RISK_STATE_CD,Confidential,"""Code identifying the risk (rated) state. 
The risk state code determines which processing rules to follow and which rate structure to use for premium calculation.  These rates and rules are dependent upon filings with individual state insurance departments""
","""Code identifying the risk (rated) state. 
The risk state code determines which processing rules to follow and which rate structure to use for premium calculation.  These rates and rules are dependent upon filings with individual state insurance departments""
",false,true,VARCHAR(3),VARCHAR(3)
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,,,false,true,TIMESTAMP,TIMESTAMP
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Confidential,Should be set to beginning of day (time) when being set for a specific date.,Should be set to beginning of day (time) when being set for a specific date.,false,false,TIMESTAMP,TIMESTAMP
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,HASHDIFF,HASHDIFF,Confidential,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,false,false,VARCHAR(20),VARCHAR(20)
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RECORD_SOURCE,RECORD_SOURCE,Confidential,,,false,false,VARCHAR(100),VARCHAR(100)
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PROJECT_ID,PROJECT_ID,Confidential,,,false,false,VARCHAR(20),VARCHAR(20)
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,ACTION_IND,ACTION_IND,Confidential,,,false,false,VARCHAR(1),VARCHAR(1)
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,EXPIRATION_DT,EXPIRATION_DT,Confidential,"""Date when information on this row expires and is no longer effective.  Database format: CCYY-MM-DD; Display format:  MM/DD/CCYY.
If the value is '12/31/9999', it means an expiration date has not yet been set.""
","""Date when information on this row expires and is no longer effective.  Database format: CCYY-MM-DD; Display format:  MM/DD/CCYY.
If the value is '12/31/9999', it means an expiration date has not yet been set.""
",false,false,DATE,DATE
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,INS_RISK_TYPE_NM,INS_RISK_TYPE_NM,Confidential,,,false,false,VARCHAR(25),VARCHAR(25)
SAT_RDS_PRODCT_RSK_TYP_TBL,SAT_RDS_PRODCT_RSK_TYP_TBL,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PRODUCT_NM,PRODUCT_NM,Confidential,"""PRODUCT_NM 
ADC value of a specific GEICO product being marketed.""
","""PRODUCT_NM 
ADC value of a specific GEICO product being marketed.""
",false,false,VARCHAR(15),VARCHAR(15)
SAT_BR_COVERAGE_REF_COV_DED_LIT,SAT_BR_COVERAGE_REF_COV_DED_LIT,"This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim","This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim",COVERAGE_HK,COVERAGE_HK,Confidential,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,true,true,BINARY(16),BINARY(16)
SAT_BR_COVERAGE_REF_COV_DED_LIT,SAT_BR_COVERAGE_REF_COV_DED_LIT,"This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim","This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim",LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,Time and date the record was loaded into the table.,Time and date the record was loaded into the table.,false,true,TIMESTAMP,TIMESTAMP
SAT_BR_COVERAGE_REF_COV_DED_LIT,SAT_BR_COVERAGE_REF_COV_DED_LIT,"This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim","This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim",EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Confidential,Should be set to beginning of day (time) when being set for a specific date.,Should be set to beginning of day (time) when being set for a specific date.,false,false,TIMESTAMP,TIMESTAMP
SAT_BR_COVERAGE_REF_COV_DED_LIT,SAT_BR_COVERAGE_REF_COV_DED_LIT,"This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim","This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim",HASHDIFF,HASHDIFF,Confidential,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,false,false,BINARY(16),BINARY(16)
SAT_BR_COVERAGE_REF_COV_DED_LIT,SAT_BR_COVERAGE_REF_COV_DED_LIT,"This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim","This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim",RECORD_SOURCE,RECORD_SOURCE,Confidential,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",false,false,VARCHAR(100),VARCHAR(100)
SAT_BR_COVERAGE_REF_COV_DED_LIT,SAT_BR_COVERAGE_REF_COV_DED_LIT,"This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim","This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim",DEDUCTIBLE DESCRIPTION,DEDUCTIBLE_DESCRIPTION,Confidential,"This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim","This contains a description of the deductible.  A deductible is a previously agreed upon amount for which an insured is responsible, in the even a loss occurs. The insurer subtracts the deductible prior to paying a claim",false,false,VARCHAR(200),VARCHAR(200)
SAT_BR_TRANSACTION_HAS_POLICY_REF_PRODCT_RSK_TYP_TBL,SAT_BR_POLICY_HAS_POLICY_TRANSACTION_REF_PRODCT_RSK_TYP_TBL,,"The type of insurance risk covered.  Valid values are Voluntary, AssignedRisk, or Ceded. ",LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,Time and date the record was loaded into the table.,Time and date the record was loaded into the table.,false,true,TIMESTAMP,TIMESTAMP
SAT_BR_TRANSACTION_HAS_POLICY_REF_PRODCT_RSK_TYP_TBL,SAT_BR_POLICY_HAS_POLICY_TRANSACTION_REF_PRODCT_RSK_TYP_TBL,,"The type of insurance risk covered.  Valid values are Voluntary, AssignedRisk, or Ceded. ",POLICY_HAS_POLICY_TRANSACTION_HK,POLICY_HAS_POLICY_TRANSACTION_HK,Confidential,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,true,true,BINARY(16),BINARY(16)
SAT_BR_TRANSACTION_HAS_POLICY_REF_PRODCT_RSK_TYP_TBL,SAT_BR_POLICY_HAS_POLICY_TRANSACTION_REF_PRODCT_RSK_TYP_TBL,,"The type of insurance risk covered.  Valid values are Voluntary, AssignedRisk, or Ceded. ",EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Confidential,Should be set to beginning of day (time) when being set for a specific date. The transaction effective date of the current transaction.,Should be set to beginning of day (time) when being set for a specific date.,false,false,TIMESTAMP,TIMESTAMP
